StazPrelievo;StazDeposito;MesePrelievo;Durata
Vittorio Emanuele;Stazione F.S.;10;39
Vittorio Emanuele;Stazione F.S.;2;53
Vittorio Emanuele;Stazione F.S.;10;55
Vittorio Emanuele;Stazione F.S.;12;56
Vittorio Emanuele;Stazione F.S.;11;56
Vittorio Emanuele;Stazione F.S.;11;56
Vittorio Emanuele;Stazione F.S.;10;57
Vittorio Emanuele;Stazione F.S.;9;57
Vittorio Emanuele;Stazione F.S.;4;60
Vittorio Emanuele;Stazione F.S.;10;60
Vittorio Emanuele;Stazione F.S.;12;60
Vittorio Emanuele;Stazione F.S.;12;60
Vittorio Emanuele;Stazione F.S.;12;60
Vittorio Emanuele;Stazione F.S.;11;61
Vittorio Emanuele;Stazione F.S.;10;61
Vittorio Emanuele;Stazione F.S.;2;62
Vittorio Emanuele;Stazione F.S.;11;62
Vittorio Emanuele;Stazione F.S.;10;63
Vittorio Emanuele;Stazione F.S.;11;63
Vittorio Emanuele;Stazione F.S.;4;63
Vittorio Emanuele;Stazione F.S.;5;63
Vittorio Emanuele;Stazione F.S.;9;64
Vittorio Emanuele;Stazione F.S.;4;64
Vittorio Emanuele;Stazione F.S.;4;64
Vittorio Emanuele;Stazione F.S.;4;65
Vittorio Emanuele;Stazione F.S.;7;66
Vittorio Emanuele;Stazione F.S.;11;66
Vittorio Emanuele;Stazione F.S.;3;67
Vittorio Emanuele;Stazione F.S.;3;68
Vittorio Emanuele;Stazione F.S.;1;68
Comune Palazzo Blu;Borgo Stretto;12;68
Vittorio Emanuele;Stazione F.S.;10;69
Vittorio Emanuele;Stazione F.S.;11;69
Vittorio Emanuele;Stazione F.S.;11;69
Vittorio Emanuele;Stazione F.S.;11;70
Vittorio Emanuele;Stazione F.S.;4;70
Vittorio Emanuele;Stazione F.S.;5;70
Vittorio Emanuele;Stazione F.S.;10;70
Vittorio Emanuele;Stazione F.S.;10;71
Vittorio Emanuele;Stazione F.S.;7;72
Vittorio Emanuele;Stazione F.S.;4;72
Vittorio Emanuele;Stazione F.S.;5;72
Vittorio Emanuele;Stazione F.S.;9;72
Vittorio Emanuele;Stazione F.S.;3;73
Vittorio Emanuele;Stazione F.S.;2;73
Vittorio Emanuele;Stazione F.S.;10;73
Vittorio Emanuele;Stazione F.S.;4;74
Vittorio Emanuele;Stazione F.S.;4;74
Vittorio Emanuele;Stazione F.S.;6;74
Vittorio Emanuele;Stazione F.S.;2;74
Stazione F.S.;Vittorio Emanuele;6;74
Vittorio Emanuele;Stazione F.S.;11;75
Vittorio Emanuele;Stazione F.S.;11;75
Stazione F.S.;Vittorio Emanuele;9;75
Vittorio Emanuele;Stazione F.S.;3;75
Vittorio Emanuele;Stazione F.S.;1;75
Vittorio Emanuele;Stazione F.S.;11;75
Vittorio Emanuele;Stazione F.S.;7;76
Vittorio Emanuele;Stazione F.S.;9;76
Vittorio Emanuele;Stazione F.S.;4;76
Vittorio Emanuele;Stazione F.S.;11;77
Vittorio Emanuele;Stazione F.S.;1;77
Stazione F.S.;Vittorio Emanuele;1;77
Vittorio Emanuele;Stazione F.S.;2;77
Vittorio Emanuele;Stazione F.S.;11;77
Vittorio Emanuele;Stazione F.S.;11;78
Vittorio Emanuele;Stazione F.S.;1;78
Vittorio Emanuele;Stazione F.S.;3;78
Vittorio Emanuele;Stazione F.S.;10;78
Vittorio Emanuele;Stazione F.S.;3;78
Vittorio Emanuele;Stazione F.S.;3;79
Vittorio Emanuele;Stazione F.S.;7;79
Vittorio Emanuele;Stazione F.S.;6;79
Vittorio Emanuele;Stazione F.S.;6;80
Stazione F.S.;Vittorio Emanuele;6;80
Vittorio Emanuele;Stazione F.S.;4;80
Vittorio Emanuele;Stazione F.S.;6;80
Stazione F.S.;Vittorio Emanuele;3;80
Vittorio Emanuele;Stazione F.S.;2;80
Stazione F.S.;Vittorio Emanuele;8;80
Stazione F.S.;Vittorio Emanuele;4;80
Vittorio Emanuele;Stazione F.S.;10;80
Vittorio Emanuele;Stazione F.S.;4;80
Vittorio Emanuele;Stazione F.S.;12;81
Stazione F.S.;Vittorio Emanuele;10;81
Vittorio Emanuele;Stazione F.S.;1;81
Vittorio Emanuele;Stazione F.S.;4;81
Vittorio Emanuele;Stazione F.S.;2;81
Vittorio Emanuele;Stazione F.S.;10;81
Vittorio Emanuele;Stazione F.S.;6;81
Vittorio Emanuele;Stazione F.S.;5;82
Vittorio Emanuele;Stazione F.S.;9;82
Stazione F.S.;Vittorio Emanuele;3;82
Stazione F.S.;Vittorio Emanuele;4;83
Stazione F.S.;Vittorio Emanuele;7;83
Vittorio Emanuele;Stazione F.S.;4;83
Vittorio Emanuele;Stazione F.S.;3;83
Vittorio Emanuele;Stazione F.S.;5;83
Vittorio Emanuele;Stazione F.S.;11;84
Stazione F.S.;Vittorio Emanuele;7;84
Vittorio Emanuele;Stazione F.S.;7;84
Vittorio Emanuele;Stazione F.S.;6;84
Stazione F.S.;Vittorio Emanuele;1;84
Vittorio Emanuele;Stazione F.S.;9;85
Vittorio Emanuele;Stazione F.S.;11;85
Vittorio Emanuele;Stazione F.S.;9;85
Stazione F.S.;Vittorio Emanuele;7;85
Vittorio Emanuele;Stazione F.S.;11;86
Stazione F.S.;Vittorio Emanuele;7;86
Stazione F.S.;Vittorio Emanuele;9;86
Vittorio Emanuele;Stazione F.S.;7;86
Stazione F.S.;Vittorio Emanuele;1;87
Stazione F.S.;Vittorio Emanuele;7;87
Stazione F.S.;Vittorio Emanuele;12;87
Vittorio Emanuele;Stazione F.S.;11;87
Stazione F.S.;Vittorio Emanuele;3;88
Vittorio Emanuele;Stazione F.S.;7;88
Stazione F.S.;Vittorio Emanuele;12;88
Vittorio Emanuele;Stazione F.S.;6;88
Stazione F.S.;Vittorio Emanuele;9;89
Stazione F.S.;Vittorio Emanuele;9;89
Vittorio Emanuele;Stazione F.S.;6;90
Vittorio Emanuele;Stazione F.S.;11;90
Vittorio Emanuele;Stazione F.S.;6;90
Stazione F.S.;Vittorio Emanuele;6;91
Vittorio Emanuele;Stazione F.S.;10;91
Vittorio Emanuele;Stazione F.S.;11;92
Stazione F.S.;Vittorio Emanuele;3;92
Borgo Stretto;Polo Marzotto;2;92
Stazione F.S.;Vittorio Emanuele;3;93
Vittorio Emanuele;Stazione F.S.;7;93
Stazione F.S.;Vittorio Emanuele;3;93
Vittorio Emanuele;Stazione F.S.;12;94
Vittorio Emanuele;Stazione F.S.;3;94
Vittorio Emanuele;Stazione F.S.;2;94
Borgo Stretto;Polo Marzotto;11;94
Stazione F.S.;Vittorio Emanuele;2;94
Stazione F.S.;Vittorio Emanuele;3;95
Polo Marzotto;Borgo Stretto;11;95
Teatro Tribunale;Borgo Stretto;1;95
Stazione F.S.;Vittorio Emanuele;5;96
Vittorio Emanuele;Stazione F.S.;9;96
Stazione F.S.;Vittorio Emanuele;7;96
Vittorio Emanuele;Stazione F.S.;10;96
Vittorio Emanuele;Stazione F.S.;3;96
Stazione F.S.;Vittorio Emanuele;11;97
Stazione F.S.;Vittorio Emanuele;7;97
Vittorio Emanuele;Stazione F.S.;5;97
Stazione F.S.;Vittorio Emanuele;7;97
Stazione F.S.;Vittorio Emanuele;4;97
Stazione F.S.;Vittorio Emanuele;4;97
Polo Marzotto;Teatro Tribunale;5;98
Vittorio Emanuele;Stazione F.S.;11;98
Stazione F.S.;Vittorio Emanuele;4;99
Polo Marzotto;Borgo Stretto;11;99
Stazione F.S.;Vittorio Emanuele;6;100
Vittorio Emanuele;Stazione F.S.;3;100
Stazione F.S.;Vittorio Emanuele;3;100
Polo Marzotto;Borgo Stretto;2;100
Vittorio Emanuele;Stazione F.S.;8;100
Stazione F.S.;Vittorio Emanuele;3;100
Borgo Stretto;Polo Marzotto;3;101
Stazione F.S.;Vittorio Emanuele;2;101
Stazione F.S.;Vittorio Emanuele;2;101
Stazione F.S.;Vittorio Emanuele;10;101
Stazione F.S.;Vittorio Emanuele;1;101
Stazione F.S.;Vittorio Emanuele;3;101
Vittorio Emanuele;Stazione F.S.;11;102
Vittorio Emanuele;Stazione F.S.;9;102
Stazione F.S.;Vittorio Emanuele;4;102
Stazione F.S.;Vittorio Emanuele;6;102
Stazione F.S.;Vittorio Emanuele;11;102
Stazione F.S.;Vittorio Emanuele;3;103
Stazione F.S.;Vittorio Emanuele;11;103
Stazione F.S.;Vittorio Emanuele;1;104
Stazione F.S.;Vittorio Emanuele;6;104
Vittorio Emanuele;Stazione F.S.;5;104
Stazione F.S.;Vittorio Emanuele;5;104
Stazione F.S.;Vittorio Emanuele;2;104
Stazione F.S.;Vittorio Emanuele;12;104
Stazione F.S.;Vittorio Emanuele;9;104
Stazione F.S.;Vittorio Emanuele;9;104
Stazione F.S.;Vittorio Emanuele;9;104
Stazione F.S.;Vittorio Emanuele;11;105
Stazione F.S.;Vittorio Emanuele;4;105
Teatro Tribunale;Borgo Stretto;8;106
Teatro Tribunale;Polo Marzotto;2;106
Vittorio Emanuele;Stazione F.S.;12;106
Stazione F.S.;Vittorio Emanuele;4;106
Stazione F.S.;Vittorio Emanuele;2;106
Vittorio Emanuele;Stazione F.S.;10;106
Vittorio Emanuele;Stazione F.S.;5;106
Polo Marzotto;Teatro Tribunale;4;107
Vittorio Emanuele;Stazione F.S.;4;107
Stazione F.S.;Vittorio Emanuele;8;107
Stazione F.S.;Vittorio Emanuele;5;107
Teatro Tribunale;Borgo Stretto;8;107
Vittorio Emanuele;Stazione F.S.;2;107
Borgo Stretto;Polo Marzotto;12;107
Stazione F.S.;Vittorio Emanuele;11;107
Polo Marzotto;Teatro Tribunale;4;107
Borgo Stretto;Teatro Tribunale;8;107
Polo Marzotto;Borgo Stretto;9;108
Stazione F.S.;Vittorio Emanuele;7;108
Stazione F.S.;Vittorio Emanuele;4;108
Stazione F.S.;Vittorio Emanuele;7;108
Stazione F.S.;Vittorio Emanuele;10;108
Stazione F.S.;Vittorio Emanuele;6;108
Vittorio Emanuele;Stazione F.S.;5;108
Stazione F.S.;Vittorio Emanuele;11;108
Stazione F.S.;Vittorio Emanuele;10;109
Teatro Tribunale;Borgo Stretto;3;109
Stazione F.S.;Vittorio Emanuele;12;109
Polo Marzotto;Teatro Tribunale;12;109
Polo Marzotto;Borgo Stretto;7;109
Vittorio Emanuele;Stazione F.S.;7;109
Stazione F.S.;Vittorio Emanuele;7;109
Stazione F.S.;Vittorio Emanuele;5;109
Stazione F.S.;Vittorio Emanuele;6;109
Stazione F.S.;Vittorio Emanuele;3;110
Stazione F.S.;Vittorio Emanuele;5;110
Polo Marzotto;Borgo Stretto;4;110
Polo Marzotto;Borgo Stretto;1;110
Stazione F.S.;Vittorio Emanuele;3;110
Stazione F.S.;Vittorio Emanuele;11;110
Stazione F.S.;Vittorio Emanuele;12;110
Borgo Stretto;Polo Marzotto;2;110
Vittorio Emanuele;Stazione F.S.;6;111
Stazione F.S.;Vittorio Emanuele;11;111
Stazione F.S.;Vittorio Emanuele;12;111
Stazione F.S.;Vittorio Emanuele;3;111
Stazione F.S.;Vittorio Emanuele;6;111
Vittorio Emanuele;Stazione F.S.;4;111
Vittorio Emanuele;Stazione F.S.;11;111
Borgo Stretto;Teatro Tribunale;11;112
Polo Marzotto;Borgo Stretto;2;112
Polo Marzotto;Borgo Stretto;9;112
Stazione F.S.;Vittorio Emanuele;7;112
Stazione F.S.;Vittorio Emanuele;1;112
Polo Marzotto;Teatro Tribunale;10;112
Polo Marzotto;Borgo Stretto;1;112
Stazione F.S.;Vittorio Emanuele;10;112
Stazione F.S.;Vittorio Emanuele;6;112
Polo Marzotto;Borgo Stretto;4;113
Borgo Stretto;Polo Marzotto;4;113
Polo Marzotto;Borgo Stretto;11;113
Vittorio Emanuele;Stazione F.S.;10;113
Stazione F.S.;Vittorio Emanuele;12;113
Vittorio Emanuele;Stazione F.S.;10;113
Polo Marzotto;Borgo Stretto;5;113
Polo Marzotto;Teatro Tribunale;10;113
Polo Marzotto;Borgo Stretto;3;114
Polo Marzotto;Borgo Stretto;7;114
Borgo Stretto;Polo Marzotto;4;114
Vittorio Emanuele;Stazione F.S.;5;114
Stazione F.S.;Vittorio Emanuele;5;114
Teatro Tribunale;Polo Marzotto;4;114
Teatro Tribunale;Borgo Stretto;1;114
Borgo Stretto;Polo Marzotto;4;114
Polo Marzotto;Borgo Stretto;4;115
Borgo Stretto;Teatro Tribunale;2;115
Borgo Stretto;Polo Marzotto;6;115
Stazione F.S.;Vittorio Emanuele;4;115
Stazione F.S.;Vittorio Emanuele;6;115
Teatro Tribunale;Polo Marzotto;5;115
Polo Marzotto;Teatro Tribunale;9;115
Polo Marzotto;Borgo Stretto;2;115
Polo Marzotto;Borgo Stretto;2;115
Polo Marzotto;Teatro Tribunale;4;115
Polo Marzotto;Borgo Stretto;1;116
Borgo Stretto;Polo Marzotto;1;116
Teatro Tribunale;Borgo Stretto;11;116
Stazione F.S.;Vittorio Emanuele;3;116
Stazione F.S.;Vittorio Emanuele;11;116
Borgo Stretto;Teatro Tribunale;12;116
Polo Marzotto;Teatro Tribunale;5;116
Vittorio Emanuele;Stazione F.S.;4;116
Polo Marzotto;Borgo Stretto;4;116
Teatro Tribunale;Borgo Stretto;4;116
Vittorio Emanuele;Stazione F.S.;4;116
Stazione F.S.;Vittorio Emanuele;6;116
Stazione F.S.;Vittorio Emanuele;6;116
Stazione F.S.;Vittorio Emanuele;11;116
Stazione F.S.;Vittorio Emanuele;10;116
Borgo Stretto;Polo Marzotto;5;117
Polo Marzotto;Borgo Stretto;2;117
Stazione F.S.;Vittorio Emanuele;2;117
Stazione F.S.;Vittorio Emanuele;6;117
Polo Marzotto;Borgo Stretto;7;117
Stazione F.S.;Vittorio Emanuele;5;117
Polo Marzotto;Borgo Stretto;10;117
Polo Marzotto;Teatro Tribunale;4;117
Polo Marzotto;Borgo Stretto;2;117
Stazione F.S.;Vittorio Emanuele;5;117
Polo Marzotto;Teatro Tribunale;11;117
Teatro Tribunale;Borgo Stretto;1;118
Polo Marzotto;Borgo Stretto;3;118
Teatro Tribunale;Borgo Stretto;10;118
Polo Marzotto;Borgo Stretto;9;118
Borgo Stretto;Polo Marzotto;6;118
Polo Marzotto;Borgo Stretto;4;118
Teatro Tribunale;Borgo Stretto;2;118
Borgo Stretto;Polo Marzotto;6;118
Borgo Stretto;Comune Palazzo Blu;2;118
Stazione F.S.;Vittorio Emanuele;7;118
Polo Marzotto;Borgo Stretto;12;118
Polo Marzotto;Borgo Stretto;5;118
Stazione F.S.;Vittorio Emanuele;3;119
Borgo Stretto;Polo Marzotto;6;119
Polo Marzotto;Borgo Stretto;10;119
Polo Marzotto;Borgo Stretto;12;119
Stazione F.S.;Vittorio Emanuele;10;119
Stazione F.S.;Vittorio Emanuele;8;119
Stazione F.S.;Vittorio Emanuele;12;119
Borgo Stretto;Polo Marzotto;5;119
Borgo Stretto;Polo Marzotto;5;119
Stazione F.S.;Vittorio Emanuele;7;119
Stazione F.S.;Vittorio Emanuele;5;119
Polo Marzotto;Borgo Stretto;2;119
Stazione F.S.;Vittorio Emanuele;6;119
Polo Marzotto;Borgo Stretto;1;119
Stazione F.S.;Vittorio Emanuele;4;120
Polo Marzotto;Borgo Stretto;2;120
Stazione F.S.;Vittorio Emanuele;7;120
Polo Marzotto;Teatro Tribunale;5;120
Stazione F.S.;Vittorio Emanuele;5;120
Polo Marzotto;Teatro Tribunale;10;120
Polo Marzotto;Borgo Stretto;10;120
Stazione F.S.;Vittorio Emanuele;6;120
Borgo Stretto;Polo Marzotto;12;120
Polo Marzotto;Borgo Stretto;9;120
Teatro Tribunale;Borgo Stretto;2;120
Borgo Stretto;Teatro Tribunale;3;120
Stazione F.S.;Vittorio Emanuele;4;120
Borgo Stretto;Polo Marzotto;1;120
Polo Marzotto;Borgo Stretto;2;120
Teatro Tribunale;Borgo Stretto;3;121
Borgo Stretto;Comune Palazzo Blu;3;121
Stazione F.S.;Vittorio Emanuele;6;121
Polo Marzotto;Borgo Stretto;2;121
Borgo Stretto;Teatro Tribunale;3;121
Stazione F.S.;Vittorio Emanuele;10;121
Stazione F.S.;Vittorio Emanuele;12;121
Vittorio Emanuele;Stazione F.S.;10;121
Stazione F.S.;Vittorio Emanuele;5;121
Polo Marzotto;Borgo Stretto;4;121
Borgo Stretto;Polo Marzotto;2;121
Teatro Tribunale;Polo Marzotto;4;121
Vittorio Emanuele;Stazione F.S.;2;121
Polo Marzotto;Borgo Stretto;2;121
Polo Marzotto;Teatro Tribunale;12;122
Comune Palazzo Blu;Vittorio Emanuele;11;122
Borgo Stretto;Polo Marzotto;1;122
Polo Marzotto;Teatro Tribunale;12;122
Comune Palazzo Blu;Borgo Stretto;1;122
Polo Marzotto;Borgo Stretto;3;122
Stazione F.S.;Vittorio Emanuele;1;122
Borgo Stretto;Polo Marzotto;3;122
Polo Marzotto;Borgo Stretto;1;122
Teatro Tribunale;Borgo Stretto;7;122
Teatro Tribunale;Borgo Stretto;3;122
Polo Marzotto;Teatro Tribunale;12;122
Polo Marzotto;Borgo Stretto;12;122
Borgo Stretto;Comune Palazzo Blu;11;122
Stazione F.S.;Vittorio Emanuele;11;122
Vittorio Emanuele;Stazione F.S.;7;123
Borgo Stretto;Polo Marzotto;2;123
Teatro Tribunale;Polo Marzotto;1;123
Teatro Tribunale;Borgo Stretto;5;123
Polo Marzotto;Borgo Stretto;9;123
Stazione F.S.;Vittorio Emanuele;9;123
Borgo Stretto;Polo Marzotto;12;123
Borgo Stretto;Polo Marzotto;1;123
Polo Marzotto;Borgo Stretto;6;123
Borgo Stretto;Polo Marzotto;6;123
Borgo Stretto;Teatro Tribunale;11;123
Comune Palazzo Blu;Borgo Stretto;2;123
Stazione F.S.;Vittorio Emanuele;5;123
Borgo Stretto;Teatro Tribunale;5;123
Stazione F.S.;Vittorio Emanuele;3;123
Stazione F.S.;Vittorio Emanuele;7;123
Polo Marzotto;Borgo Stretto;10;123
Vittorio Emanuele;Stazione F.S.;4;123
Polo Marzotto;Borgo Stretto;2;123
Vittorio Emanuele;Stazione F.S.;4;123
Polo Marzotto;Borgo Stretto;10;123
Teatro Tribunale;Polo Marzotto;4;123
Borgo Stretto;Polo Marzotto;5;124
Teatro Tribunale;Borgo Stretto;12;124
Borgo Stretto;Comune Palazzo Blu;12;124
Borgo Stretto;Polo Marzotto;7;124
Polo Marzotto;Borgo Stretto;1;124
Borgo Stretto;Polo Marzotto;4;124
Polo Marzotto;Borgo Stretto;7;124
Polo Marzotto;Borgo Stretto;1;124
Polo Marzotto;Borgo Stretto;6;124
Borgo Stretto;Comune Palazzo Blu;5;124
Stazione F.S.;Vittorio Emanuele;2;124
Polo Marzotto;Borgo Stretto;3;124
Polo Marzotto;Teatro Tribunale;1;124
Polo Marzotto;Teatro Tribunale;11;124
Polo Marzotto;Borgo Stretto;12;124
Polo Marzotto;Borgo Stretto;5;124
Polo Marzotto;Teatro Tribunale;10;124
Borgo Stretto;Teatro Tribunale;12;124
Comune Palazzo Blu;Borgo Stretto;2;124
Teatro Tribunale;Polo Marzotto;10;125
Polo Marzotto;Borgo Stretto;10;125
Borgo Stretto;Porta a Lucca;6;125
Stazione F.S.;Vittorio Emanuele;12;125
Borgo Stretto;Polo Marzotto;1;125
Vittorio Emanuele;Stazione F.S.;3;125
Polo Marzotto;Teatro Tribunale;3;125
Borgo Stretto;Comune Palazzo Blu;1;125
Polo Marzotto;Borgo Stretto;4;125
Stazione F.S.;Vittorio Emanuele;7;125
Polo Marzotto;Borgo Stretto;2;125
Borgo Stretto;Comune Palazzo Blu;2;125
Stazione F.S.;Vittorio Emanuele;11;125
Polo Marzotto;Borgo Stretto;4;125
Polo Marzotto;Borgo Stretto;1;125
Stazione F.S.;Vittorio Emanuele;9;125
Borgo Stretto;Polo Marzotto;5;125
Stazione F.S.;Vittorio Emanuele;6;125
Stazione F.S.;Vittorio Emanuele;7;125
Polo Marzotto;Teatro Tribunale;11;125
Stazione F.S.;Vittorio Emanuele;5;125
Stazione F.S.;Vittorio Emanuele;12;125
Borgo Stretto;Polo Marzotto;6;125
Polo Marzotto;Borgo Stretto;4;125
Porta a Lucca;Borgo Stretto;4;125
Borgo Stretto;Polo Marzotto;3;126
Borgo Stretto;Polo Marzotto;7;126
Borgo Stretto;Polo Marzotto;2;126
Borgo Stretto;Polo Marzotto;2;126
Borgo Stretto;Polo Marzotto;2;126
Polo Marzotto;Borgo Stretto;6;126
Stazione F.S.;Vittorio Emanuele;11;126
Stazione F.S.;Vittorio Emanuele;10;126
Borgo Stretto;Polo Marzotto;5;126
Borgo Stretto;Polo Marzotto;2;126
Polo Marzotto;Teatro Tribunale;9;126
Polo Marzotto;Borgo Stretto;2;126
Polo Marzotto;Borgo Stretto;3;126
Borgo Stretto;Polo Marzotto;7;126
Stazione F.S.;Vittorio Emanuele;6;126
Polo Marzotto;Borgo Stretto;1;126
Stazione F.S.;Vittorio Emanuele;1;126
Polo Marzotto;Teatro Tribunale;11;126
Polo Marzotto;Borgo Stretto;7;126
Polo Marzotto;Teatro Tribunale;11;126
Polo Marzotto;Teatro Tribunale;9;126
Polo Marzotto;Teatro Tribunale;9;127
Polo Marzotto;Teatro Tribunale;10;127
Polo Marzotto;Teatro Tribunale;9;127
Borgo Stretto;Polo Marzotto;12;127
Teatro Tribunale;Polo Marzotto;3;127
Borgo Stretto;Teatro Tribunale;12;127
Borgo Stretto;Polo Marzotto;10;127
Polo Marzotto;Borgo Stretto;10;127
Polo Marzotto;Borgo Stretto;2;127
Borgo Stretto;Polo Marzotto;10;127
Polo Marzotto;Borgo Stretto;1;127
Borgo Stretto;Polo Marzotto;3;127
Polo Marzotto;Borgo Stretto;5;127
Stazione F.S.;Vittorio Emanuele;4;127
Borgo Stretto;Polo Marzotto;11;127
Polo Marzotto;Borgo Stretto;12;127
Stazione F.S.;Vittorio Emanuele;9;127
Comune Palazzo Blu;Borgo Stretto;1;127
Stazione F.S.;Vittorio Emanuele;5;127
Borgo Stretto;Polo Marzotto;4;127
Polo Marzotto;Borgo Stretto;2;127
Teatro Tribunale;Borgo Stretto;3;127
Borgo Stretto;Polo Marzotto;5;127
Vittorio Emanuele;Stazione F.S.;11;127
Stazione F.S.;Vittorio Emanuele;6;127
Stazione F.S.;Vittorio Emanuele;12;127
Borgo Stretto;Polo Marzotto;3;127
Stazione F.S.;Vittorio Emanuele;1;128
Teatro Tribunale;Borgo Stretto;11;128
Polo Marzotto;Borgo Stretto;6;128
Stazione F.S.;Vittorio Emanuele;3;128
Polo Marzotto;Teatro Tribunale;3;128
Polo Marzotto;Borgo Stretto;3;128
Borgo Stretto;Polo Marzotto;1;128
Stazione F.S.;Vittorio Emanuele;4;128
Borgo Stretto;Polo Marzotto;1;128
Polo Marzotto;Borgo Stretto;2;128
Borgo Stretto;Polo Marzotto;10;128
Polo Marzotto;Borgo Stretto;7;128
Borgo Stretto;Polo Marzotto;6;128
Polo Marzotto;Borgo Stretto;4;128
Polo Marzotto;Teatro Tribunale;11;128
Borgo Stretto;Polo Marzotto;4;128
Polo Marzotto;Borgo Stretto;4;128
Borgo Stretto;Polo Marzotto;1;128
Polo Marzotto;Borgo Stretto;2;129
Stazione F.S.;Vittorio Emanuele;10;129
Polo Marzotto;Borgo Stretto;2;129
Borgo Stretto;Comune Palazzo Blu;2;129
Borgo Stretto;Polo Marzotto;1;129
Stazione F.S.;Vittorio Emanuele;11;129
Polo Marzotto;Borgo Stretto;12;129
Borgo Stretto;Polo Marzotto;7;129
Polo Marzotto;Teatro Tribunale;7;129
Polo Marzotto;Borgo Stretto;10;129
Stazione F.S.;Vittorio Emanuele;3;129
Vittorio Emanuele;Stazione F.S.;12;129
Polo Marzotto;Borgo Stretto;12;129
Polo Marzotto;Teatro Tribunale;9;129
Stazione F.S.;Vittorio Emanuele;2;129
Stazione F.S.;Vittorio Emanuele;5;129
Polo Marzotto;Borgo Stretto;11;129
Stazione F.S.;Vittorio Emanuele;5;129
Vittorio Emanuele;Stazione F.S.;5;129
Borgo Stretto;Teatro Tribunale;11;129
Teatro Tribunale;Polo Marzotto;5;129
Polo Marzotto;Borgo Stretto;5;129
Stazione F.S.;Vittorio Emanuele;12;129
Teatro Tribunale;Borgo Stretto;3;129
Polo Marzotto;Borgo Stretto;4;129
Polo Marzotto;Borgo Stretto;7;129
Teatro Tribunale;Borgo Stretto;3;129
Borgo Stretto;Polo Marzotto;7;130
Polo Marzotto;Borgo Stretto;11;130
Polo Marzotto;Teatro Tribunale;9;130
Stazione F.S.;Vittorio Emanuele;4;130
Polo Marzotto;Borgo Stretto;1;130
Teatro Tribunale;Comune Palazzo Blu;1;130
Polo Marzotto;Borgo Stretto;2;130
Polo Marzotto;Teatro Tribunale;4;130
Borgo Stretto;Polo Marzotto;9;130
Borgo Stretto;Comune Palazzo Blu;4;130
Borgo Stretto;Comune Palazzo Blu;9;130
Polo Marzotto;Borgo Stretto;9;130
Polo Marzotto;Borgo Stretto;2;130
Stazione F.S.;Vittorio Emanuele;4;130
Polo Marzotto;Borgo Stretto;3;130
Polo Marzotto;Borgo Stretto;1;130
Stazione F.S.;Vittorio Emanuele;5;130
Polo Marzotto;Borgo Stretto;4;131
Borgo Stretto;Teatro Tribunale;8;131
Polo Marzotto;Borgo Stretto;5;131
Borgo Stretto;Polo Marzotto;4;131
Teatro Tribunale;Comune Palazzo Blu;4;131
Borgo Stretto;Polo Marzotto;10;131
Borgo Stretto;Polo Marzotto;1;131
Polo Marzotto;Teatro Tribunale;9;131
Borgo Stretto;Polo Marzotto;12;131
Polo Marzotto;Borgo Stretto;2;131
Stazione F.S.;Vittorio Emanuele;2;131
Borgo Stretto;Polo Marzotto;2;131
Polo Marzotto;Borgo Stretto;3;131
Borgo Stretto;Teatro Tribunale;11;131
Stazione F.S.;Vittorio Emanuele;4;131
Polo Marzotto;Borgo Stretto;11;131
Polo Marzotto;Borgo Stretto;1;131
Stazione F.S.;Vittorio Emanuele;4;131
Borgo Stretto;Polo Marzotto;3;131
Polo Marzotto;Borgo Stretto;1;131
Polo Marzotto;Borgo Stretto;3;131
Comune Palazzo Blu;Vittorio Emanuele;11;131
Polo Marzotto;Borgo Stretto;3;131
Borgo Stretto;Polo Marzotto;2;131
Polo Marzotto;Teatro Tribunale;9;132
Borgo Stretto;Teatro Tribunale;9;132
Polo Marzotto;Borgo Stretto;4;132
Stazione F.S.;Vittorio Emanuele;3;132
Polo Marzotto;Borgo Stretto;6;132
Teatro Tribunale;Borgo Stretto;10;132
Vittorio Emanuele;Stazione F.S.;12;132
Polo Marzotto;Teatro Tribunale;9;132
Stazione F.S.;Vittorio Emanuele;10;132
Polo Marzotto;Borgo Stretto;3;132
Borgo Stretto;Teatro Tribunale;3;132
Teatro Tribunale;Borgo Stretto;3;132
Borgo Stretto;Polo Marzotto;2;132
Polo Marzotto;Teatro Tribunale;8;132
Polo Marzotto;Borgo Stretto;5;132
Borgo Stretto;Comune Palazzo Blu;12;132
Borgo Stretto;Polo Marzotto;5;132
Borgo Stretto;Polo Marzotto;2;132
Borgo Stretto;Polo Marzotto;1;132
Borgo Stretto;Polo Marzotto;5;132
Polo Marzotto;Borgo Stretto;3;132
Polo Marzotto;Borgo Stretto;2;132
Polo Marzotto;Borgo Stretto;2;132
Stazione F.S.;Vittorio Emanuele;3;133
Porta a Lucca;Borgo Stretto;3;133
Vittorio Emanuele;Stazione F.S.;10;133
Polo Marzotto;Borgo Stretto;2;133
Stazione F.S.;Vittorio Emanuele;2;133
Teatro Tribunale;Polo Marzotto;11;133
Borgo Stretto;Polo Marzotto;9;133
Polo Marzotto;Borgo Stretto;3;133
Borgo Stretto;Polo Marzotto;1;133
Polo Marzotto;Teatro Tribunale;3;133
Teatro Tribunale;Polo Marzotto;9;133
Polo Marzotto;Borgo Stretto;10;133
