StazPrelievo;StazDeposito;MesePrelievo;Durata
Teatro Tribunale;Stazione F.S.;1;440
Vittorio Emanuele;Comune Palazzo Blu;4;440
Vittorio Emanuele;Comune Palazzo Blu;4;440
Duomo;Borgo Stretto;7;440
Stazione F.S.;Borgo Stretto;10;440
Polo Marzotto;Vittorio Emanuele;7;440
Borgo Stretto;Stazione F.S.;7;440
Porta a Lucca;Duomo;6;440
Stazione F.S.;Polo Marzotto;5;440
Pratale;Palacongressi;9;440
Porta a Lucca;Vittorio Emanuele;11;440
Teatro Tribunale;Porta a Lucca;7;440
Borgo Stretto;Stazione F.S.;7;440
Paparelli;Borgo Stretto;7;440
Stazione F.S.;Polo Marzotto;2;440
Duomo;Polo Marzotto;11;440
Borgo Stretto;Paparelli;2;440
Teatro Tribunale;Pratale;12;440
Porta a Lucca;Comune Palazzo Blu;5;440
Stazione F.S.;Polo Marzotto;2;440
Borgo Stretto;Pratale;3;440
Polo Marzotto;Palacongressi;12;440
Vittorio Emanuele;Teatro Tribunale;1;440
Borgo Stretto;Stazione F.S.;10;440
Stazione F.S.;Comune Palazzo Blu;3;440
Borgo Stretto;Vittorio Emanuele;10;440
Borgo Stretto;Duomo;3;440
Comune Palazzo Blu;Porta a Lucca;5;440
Stazione F.S.;Borgo Stretto;6;440
Porta a Lucca;Pratale;3;440
Teatro Tribunale;Vittorio Emanuele;8;440
Palacongressi;Sms Biblioteca;6;440
Stazione F.S.;Teatro Tribunale;4;440
Borgo Stretto;Vittorio Emanuele;7;440
Pratale;Borgo Stretto;6;440
Teatro Tribunale;Stazione F.S.;1;440
Borgo Stretto;Stazione F.S.;4;440
Borgo Stretto;Stazione F.S.;4;440
Paparelli;Borgo Stretto;5;440
Palacongressi;Polo Marzotto;6;440
Borgo Stretto;Palacongressi;3;441
Duomo;Paparelli;10;441
Stazione F.S.;Comune Palazzo Blu;10;441
Vittorio Emanuele;Duomo;4;441
Teatro Tribunale;Stazione F.S.;8;441
Borgo Stretto;Stazione F.S.;5;441
Borgo Stretto;Pratale;9;441
Borgo Stretto;Vittorio Emanuele;5;441
Polo Marzotto;Stazione F.S.;3;441
Porta a Lucca;Vittorio Emanuele;9;441
Stazione F.S.;Palacongressi;7;441
Polo Marzotto;Vittorio Emanuele;3;441
Palacongressi;Stazione F.S.;11;441
Paparelli;Duomo;4;441
Duomo;Polo Marzotto;6;441
Duomo;Polo Marzotto;4;441
Vittorio Emanuele;Borgo Stretto;9;441
Duomo;Pietrasantina;3;441
Pratale;Borgo Stretto;5;441
Palacongressi;Vittorio Emanuele;2;441
Palacongressi;Borgo Stretto;5;441
Polo Marzotto;Vittorio Emanuele;12;441
Borgo Stretto;Stazione F.S.;3;441
Borgo Stretto;Paparelli;2;441
Palacongressi;Borgo Stretto;1;441
Pietrasantina;Duomo;10;441
Paparelli;Pratale;4;441
Pietrasantina;Duomo;3;441
Polo Marzotto;Stazione F.S.;4;441
Teatro Tribunale;Stazione F.S.;11;441
Polo Marzotto;Duomo;3;441
Teatro Tribunale;Stazione F.S.;7;441
Borgo Stretto;Stazione F.S.;2;441
Borgo Stretto;Palacongressi;11;441
Teatro Tribunale;Stazione F.S.;9;441
Vittorio Emanuele;Borgo Stretto;2;441
Vittorio Emanuele;Polo Marzotto;2;441
Borgo Stretto;Vittorio Emanuele;11;441
Borgo Stretto;Vittorio Emanuele;11;441
Palacongressi;Stazione F.S.;10;441
Duomo;Borgo Stretto;2;441
Polo Marzotto;Stazione F.S.;4;441
Borgo Stretto;Palacongressi;6;441
Comune Palazzo Blu;Polo Marzotto;3;441
Pratale;Palacongressi;11;441
Pratale;Palacongressi;2;441
Palacongressi;Stazione F.S.;9;441
Vittorio Emanuele;Teatro Tribunale;6;441
Borgo Stretto;Stazione F.S.;7;441
Borgo Stretto;Stazione F.S.;12;441
Borgo Stretto;Pratale;1;441
Palacongressi;Borgo Stretto;9;441
Pratale;Polo Marzotto;1;441
Teatro Tribunale;Duomo;9;441
Pratale;Borgo Stretto;3;441
Teatro Tribunale;Stazione F.S.;11;441
Vittorio Emanuele;Teatro Tribunale;10;441
Duomo;Comune Palazzo Blu;3;441
Polo Marzotto;Pratale;3;441
Borgo Stretto;Paparelli;3;441
Stazione F.S.;Teatro Tribunale;10;441
Duomo;Polo Marzotto;4;441
Pratale;Palacongressi;3;441
Polo Marzotto;Vittorio Emanuele;2;441
Polo Marzotto;Comune Palazzo Blu;7;441
Duomo;Polo Marzotto;9;441
Pratale;Borgo Stretto;3;441
Duomo;Comune Palazzo Blu;5;441
Duomo;Polo Marzotto;2;441
Duomo;Vittorio Emanuele;1;441
Sms Biblioteca;Palacongressi;4;441
Duomo;Polo Marzotto;3;441
Teatro Tribunale;Sms Biblioteca;7;441
Teatro Tribunale;Vittorio Emanuele;6;441
Borgo Stretto;Stazione F.S.;5;441
Stazione F.S.;Comune Palazzo Blu;6;441
Duomo;Vittorio Emanuele;2;441
Borgo Stretto;Porta a Lucca;1;441
Sms Biblioteca;Teatro Tribunale;7;441
Duomo;Pietrasantina;6;441
Borgo Stretto;Vittorio Emanuele;2;441
Teatro Tribunale;Duomo;12;441
Comune Palazzo Blu;Polo Marzotto;4;441
Borgo Stretto;Pratale;10;441
Stazione F.S.;Borgo Stretto;9;441
Duomo;Porta a Lucca;5;441
Duomo;Polo Marzotto;1;441
Borgo Stretto;Stazione F.S.;9;441
Vittorio Emanuele;Comune Palazzo Blu;10;441
Teatro Tribunale;Pratale;1;441
Comune Palazzo Blu;Polo Marzotto;2;441
Polo Marzotto;Palacongressi;11;441
Palacongressi;Stazione F.S.;3;441
Stazione F.S.;Borgo Stretto;12;441
Vittorio Emanuele;Polo Marzotto;5;441
Paparelli;Borgo Stretto;5;441
Stazione F.S.;Teatro Tribunale;3;441
Palacongressi;Polo Marzotto;7;441
Teatro Tribunale;Stazione F.S.;12;441
Borgo Stretto;Pratale;1;441
Pietrasantina;Porta a Lucca;12;441
Vittorio Emanuele;Polo Marzotto;7;441
Polo Marzotto;Duomo;3;441
Paparelli;Borgo Stretto;11;441
Stazione F.S.;Borgo Stretto;1;441
Polo Marzotto;Stazione F.S.;4;441
Palacongressi;Borgo Stretto;3;441
Polo Marzotto;Stazione F.S.;2;441
Comune Palazzo Blu;Paparelli;5;441
Stazione F.S.;Teatro Tribunale;2;441
Pratale;Polo Marzotto;10;441
Vittorio Emanuele;Borgo Stretto;2;441
Comune Palazzo Blu;Polo Marzotto;7;441
Stazione F.S.;Borgo Stretto;5;441
Vittorio Emanuele;Palacongressi;10;441
Borgo Stretto;Palacongressi;4;441
Palacongressi;Polo Marzotto;10;441
Borgo Stretto;Palacongressi;3;441
Pratale;Borgo Stretto;6;441
Vittorio Emanuele;Borgo Stretto;6;441
Vittorio Emanuele;Duomo;4;441
Polo Marzotto;Pratale;10;441
Sms Biblioteca;Palacongressi;6;441
Vittorio Emanuele;Duomo;5;441
Stazione F.S.;Borgo Stretto;11;441
Borgo Stretto;Stazione F.S.;5;441
Borgo Stretto;Stazione F.S.;4;441
Borgo Stretto;Palacongressi;7;441
Vittorio Emanuele;Teatro Tribunale;5;441
Borgo Stretto;Palacongressi;10;441
Borgo Stretto;Stazione F.S.;1;441
Palacongressi;Borgo Stretto;1;441
Borgo Stretto;Stazione F.S.;6;441
Pratale;Borgo Stretto;11;441
Polo Marzotto;Pratale;4;441
Polo Marzotto;Duomo;2;441
Stazione F.S.;Teatro Tribunale;9;441
Stazione F.S.;Borgo Stretto;11;441
Borgo Stretto;Stazione F.S.;11;441
Sms Biblioteca;Teatro Tribunale;9;441
Porta a Lucca;Comune Palazzo Blu;10;441
Vittorio Emanuele;Comune Palazzo Blu;3;441
Borgo Stretto;Paparelli;6;441
Pratale;Polo Marzotto;7;441
Duomo;Borgo Stretto;12;441
Stazione F.S.;Duomo;5;441
Borgo Stretto;Comune Palazzo Blu;4;441
Teatro Tribunale;Vittorio Emanuele;5;441
Paparelli;Borgo Stretto;4;441
Teatro Tribunale;Pratale;8;441
Duomo;Polo Marzotto;11;441
Borgo Stretto;Vittorio Emanuele;4;441
Vittorio Emanuele;Borgo Stretto;5;441
Vittorio Emanuele;Borgo Stretto;5;441
Porta a Lucca;Stazione F.S.;4;441
Duomo;Borgo Stretto;1;441
Palacongressi;Polo Marzotto;3;441
Borgo Stretto;Polo Marzotto;2;441
Palacongressi;Borgo Stretto;4;441
Vittorio Emanuele;Borgo Stretto;12;441
Polo Marzotto;Duomo;12;441
Borgo Stretto;Stazione F.S.;11;441
Duomo;Stazione F.S.;11;441
Palacongressi;Porta a Lucca;3;441
Palacongressi;Porta a Lucca;3;441
Borgo Stretto;Palacongressi;12;441
Borgo Stretto;Palacongressi;3;441
Stazione F.S.;Borgo Stretto;11;441
Borgo Stretto;Stazione F.S.;6;441
Polo Marzotto;Vittorio Emanuele;7;441
Palacongressi;Sms Biblioteca;2;441
Duomo;Comune Palazzo Blu;7;441
Duomo;Polo Marzotto;6;441
Teatro Tribunale;Stazione F.S.;11;441
Borgo Stretto;Stazione F.S.;7;441
Borgo Stretto;Paparelli;3;441
Stazione F.S.;Borgo Stretto;1;441
Porta a Lucca;Duomo;5;441
Stazione F.S.;Palacongressi;9;441
Porta a Lucca;Duomo;4;441
Stazione F.S.;Borgo Stretto;6;441
Duomo;Comune Palazzo Blu;12;441
Teatro Tribunale;Stazione F.S.;4;441
Stazione F.S.;Vittorio Emanuele;5;441
Pratale;Borgo Stretto;4;441
Teatro Tribunale;Palacongressi;2;441
Palacongressi;Borgo Stretto;5;441
Paparelli;Comune Palazzo Blu;4;441
Paparelli;Borgo Stretto;10;441
Polo Marzotto;Paparelli;4;441
Palacongressi;Borgo Stretto;11;441
Borgo Stretto;Duomo;4;441
Palacongressi;Comune Palazzo Blu;6;441
Sms Biblioteca;Palacongressi;2;441
Polo Marzotto;Comune Palazzo Blu;3;441
Polo Marzotto;Vittorio Emanuele;12;441
Paparelli;Teatro Tribunale;5;441
Duomo;Polo Marzotto;5;441
Polo Marzotto;Vittorio Emanuele;2;441
Teatro Tribunale;Stazione F.S.;11;441
Teatro Tribunale;Sms Biblioteca;1;441
Teatro Tribunale;Stazione F.S.;4;441
Porta a Lucca;Comune Palazzo Blu;11;441
Stazione F.S.;Teatro Tribunale;7;441
Pratale;Palacongressi;11;441
Palacongressi;Borgo Stretto;4;441
Polo Marzotto;Duomo;12;441
Palacongressi;Comune Palazzo Blu;10;441
Borgo Stretto;Duomo;5;441
Polo Marzotto;Borgo Stretto;10;441
Stazione F.S.;Borgo Stretto;3;441
Polo Marzotto;Palacongressi;9;441
Stazione F.S.;Polo Marzotto;7;441
Polo Marzotto;Vittorio Emanuele;12;441
Stazione F.S.;Borgo Stretto;5;441
Vittorio Emanuele;Teatro Tribunale;3;441
Borgo Stretto;Stazione F.S.;5;441
Palacongressi;Comune Palazzo Blu;10;441
Teatro Tribunale;Paparelli;8;441
Borgo Stretto;Stazione F.S.;9;441
Borgo Stretto;Pietrasantina;10;441
Pratale;Polo Marzotto;2;441
Palacongressi;Borgo Stretto;6;441
Paparelli;Comune Palazzo Blu;12;441
Pietrasantina;Duomo;3;441
Stazione F.S.;Borgo Stretto;10;441
Porta a Lucca;Teatro Tribunale;1;441
Paparelli;Pratale;9;441
Polo Marzotto;Palacongressi;9;441
Palacongressi;Borgo Stretto;6;441
Borgo Stretto;Palacongressi;2;441
Duomo;Polo Marzotto;11;441
Borgo Stretto;Stazione F.S.;5;441
Comune Palazzo Blu;Palacongressi;4;441
Porta a Lucca;Vittorio Emanuele;2;441
Teatro Tribunale;Vittorio Emanuele;5;441
Teatro Tribunale;Pratale;4;441
Pratale;Porta a Lucca;2;441
Teatro Tribunale;Vittorio Emanuele;4;441
Duomo;Borgo Stretto;10;441
Polo Marzotto;Comune Palazzo Blu;2;441
Duomo;Paparelli;6;441
Duomo;Borgo Stretto;1;441
Vittorio Emanuele;Polo Marzotto;10;441
Pietrasantina;Duomo;5;441
Teatro Tribunale;Comune Palazzo Blu;5;441
Stazione F.S.;Borgo Stretto;4;441
Stazione F.S.;Borgo Stretto;8;441
Polo Marzotto;Polo Marzotto;2;441
Teatro Tribunale;Stazione F.S.;5;441
Borgo Stretto;Palacongressi;3;441
Palacongressi;Stazione F.S.;3;441
Vittorio Emanuele;Duomo;4;441
Stazione F.S.;Borgo Stretto;12;441
Stazione F.S.;Borgo Stretto;5;441
Duomo;Polo Marzotto;2;441
Polo Marzotto;Vittorio Emanuele;11;441
Porta a Lucca;Comune Palazzo Blu;4;441
Pratale;Polo Marzotto;9;441
Porta a Lucca;Comune Palazzo Blu;5;441
Stazione F.S.;Palacongressi;5;441
Vittorio Emanuele;Polo Marzotto;8;441
Borgo Stretto;Palacongressi;7;441
Vittorio Emanuele;Polo Marzotto;11;441
Vittorio Emanuele;Palacongressi;5;441
Palacongressi;Borgo Stretto;6;441
Borgo Stretto;Duomo;10;441
Polo Marzotto;Palacongressi;6;441
Pratale;Sms Biblioteca;7;441
Palacongressi;Stazione F.S.;3;441
Comune Palazzo Blu;Palacongressi;5;441
Borgo Stretto;Stazione F.S.;8;441
Comune Palazzo Blu;Duomo;10;441
Paparelli;Polo Marzotto;5;441
Comune Palazzo Blu;Paparelli;7;441
Borgo Stretto;Paparelli;7;441
Stazione F.S.;Borgo Stretto;2;441
Paparelli;Duomo;10;441
Polo Marzotto;Duomo;11;441
Stazione F.S.;Borgo Stretto;10;441
Polo Marzotto;Vittorio Emanuele;4;441
Borgo Stretto;Vittorio Emanuele;11;441
Stazione F.S.;Palacongressi;12;441
Stazione F.S.;Teatro Tribunale;1;441
Borgo Stretto;Stazione F.S.;12;441
Stazione F.S.;Borgo Stretto;10;441
Sms Biblioteca;Comune Palazzo Blu;11;441
Borgo Stretto;Stazione F.S.;10;441
Pratale;Borgo Stretto;6;441
Pratale;Teatro Tribunale;6;441
Comune Palazzo Blu;Paparelli;6;441
Palacongressi;Borgo Stretto;2;441
Stazione F.S.;Borgo Stretto;5;441
Porta a Lucca;Comune Palazzo Blu;3;441
Borgo Stretto;Palacongressi;2;441
Polo Marzotto;Duomo;12;442
Borgo Stretto;Vittorio Emanuele;5;442
Stazione F.S.;Borgo Stretto;10;442
Borgo Stretto;Paparelli;2;442
Vittorio Emanuele;Borgo Stretto;8;442
Vittorio Emanuele;Duomo;2;442
Borgo Stretto;Borgo Stretto;3;442
Duomo;Polo Marzotto;2;442
Polo Marzotto;Palacongressi;8;442
Borgo Stretto;Vittorio Emanuele;10;442
Borgo Stretto;Vittorio Emanuele;3;442
Vittorio Emanuele;Duomo;2;442
Polo Marzotto;Duomo;3;442
Stazione F.S.;Palacongressi;7;442
Teatro Tribunale;Duomo;3;442
Vittorio Emanuele;Borgo Stretto;9;442
Duomo;Polo Marzotto;2;442
Vittorio Emanuele;Teatro Tribunale;4;442
Vittorio Emanuele;Polo Marzotto;5;442
Stazione F.S.;Palacongressi;10;442
Stazione F.S.;Borgo Stretto;2;442
Paparelli;Comune Palazzo Blu;8;442
Porta a Lucca;Comune Palazzo Blu;11;442
Pratale;Polo Marzotto;7;442
Palacongressi;Vittorio Emanuele;10;442
Palacongressi;Polo Marzotto;7;442
Paparelli;Duomo;10;442
Borgo Stretto;Stazione F.S.;2;442
Pratale;Polo Marzotto;2;442
Palacongressi;Borgo Stretto;1;442
Duomo;Pietrasantina;2;442
Pratale;Comune Palazzo Blu;8;442
Stazione F.S.;Borgo Stretto;11;442
Polo Marzotto;Vittorio Emanuele;11;442
Borgo Stretto;Pratale;6;442
Borgo Stretto;Vittorio Emanuele;9;442
Paparelli;Teatro Tribunale;1;442
Paparelli;Comune Palazzo Blu;6;442
Vittorio Emanuele;Teatro Tribunale;10;442
Polo Marzotto;Palacongressi;2;442
Teatro Tribunale;Stazione F.S.;8;442
Teatro Tribunale;Paparelli;6;442
Borgo Stretto;Stazione F.S.;12;442
Comune Palazzo Blu;Polo Marzotto;5;442
Borgo Stretto;Stazione F.S.;11;442
Vittorio Emanuele;Palacongressi;6;442
Duomo;Vittorio Emanuele;10;442
Borgo Stretto;Palacongressi;11;442
Pratale;Polo Marzotto;6;442
Stazione F.S.;Borgo Stretto;4;442
Borgo Stretto;Duomo;4;442
Comune Palazzo Blu;Teatro Tribunale;6;442
Stazione F.S.;Borgo Stretto;12;442
Comune Palazzo Blu;Porta a Lucca;7;442
Stazione F.S.;Duomo;9;442
Borgo Stretto;Pratale;6;442
Duomo;Polo Marzotto;1;442
Paparelli;Borgo Stretto;6;442
Borgo Stretto;Stazione F.S.;10;442
Pratale;Polo Marzotto;4;442
Palacongressi;Sms Biblioteca;7;442
Borgo Stretto;Palacongressi;12;442
Teatro Tribunale;Palacongressi;10;442
Teatro Tribunale;Vittorio Emanuele;8;442
Borgo Stretto;Paparelli;2;442
Polo Marzotto;Pratale;11;442
Vittorio Emanuele;Borgo Stretto;1;442
Polo Marzotto;Vittorio Emanuele;6;442
Palacongressi;Sms Biblioteca;7;442
Pratale;Borgo Stretto;12;442
Borgo Stretto;Pietrasantina;12;442
Borgo Stretto;Pratale;5;442
Duomo;Polo Marzotto;4;442
Stazione F.S.;Duomo;2;442
Polo Marzotto;Stazione F.S.;5;442
Borgo Stretto;Stazione F.S.;5;442
Palacongressi;Polo Marzotto;4;442
Paparelli;Teatro Tribunale;3;442
Palacongressi;Palacongressi;3;442
Polo Marzotto;Stazione F.S.;7;442
Porta a Lucca;Pietrasantina;2;442
Stazione F.S.;Borgo Stretto;11;442
Borgo Stretto;Stazione F.S.;9;442
Paparelli;Comune Palazzo Blu;12;442
Pratale;Polo Marzotto;12;442
Borgo Stretto;Duomo;11;442
Stazione F.S.;Palacongressi;11;442
Borgo Stretto;Stazione F.S.;6;442
Stazione F.S.;Palacongressi;10;442
Borgo Stretto;Stazione F.S.;3;442
Polo Marzotto;Stazione F.S.;11;442
Borgo Stretto;Palacongressi;10;442
Stazione F.S.;Borgo Stretto;5;442
Porta a Lucca;Stazione F.S.;3;442
Stazione F.S.;Teatro Tribunale;11;442
Stazione F.S.;Borgo Stretto;12;442
Borgo Stretto;Stazione F.S.;12;442
Polo Marzotto;Duomo;5;442
Vittorio Emanuele;Duomo;7;442
Borgo Stretto;Pratale;4;442
Stazione F.S.;Palacongressi;3;442
Duomo;Teatro Tribunale;3;442
Stazione F.S.;Polo Marzotto;8;442
Comune Palazzo Blu;Aeroporto;4;442
Duomo;Polo Marzotto;10;442
Stazione F.S.;Teatro Tribunale;3;442
Palacongressi;Borgo Stretto;7;442
Polo Marzotto;Duomo;10;442
Polo Marzotto;Duomo;4;442
Stazione F.S.;Polo Marzotto;12;442
Stazione F.S.;Teatro Tribunale;10;442
Comune Palazzo Blu;Duomo;6;442
Stazione F.S.;Polo Marzotto;1;442
Duomo;Polo Marzotto;5;442
Stazione F.S.;Borgo Stretto;5;442
Stazione F.S.;Palacongressi;5;442
Polo Marzotto;Comune Palazzo Blu;11;442
Borgo Stretto;Palacongressi;6;442
Polo Marzotto;Borgo Stretto;7;442
Polo Marzotto;Stazione F.S.;7;442
Pratale;Teatro Tribunale;4;442
Borgo Stretto;Stazione F.S.;7;442
Borgo Stretto;Vittorio Emanuele;3;442
Comune Palazzo Blu;Duomo;3;442
Porta a Lucca;Vittorio Emanuele;2;442
Comune Palazzo Blu;Palacongressi;11;442
Duomo;Borgo Stretto;4;442
Polo Marzotto;Pratale;9;442
Duomo;Polo Marzotto;7;442
Borgo Stretto;Vittorio Emanuele;10;442
Stazione F.S.;Vittorio Emanuele;5;442
Comune Palazzo Blu;Comune Palazzo Blu;1;442
Vittorio Emanuele;Teatro Tribunale;6;442
Borgo Stretto;Stazione F.S.;11;442
Polo Marzotto;Duomo;3;442
Stazione F.S.;Borgo Stretto;9;442
Teatro Tribunale;Paparelli;3;442
Vittorio Emanuele;Teatro Tribunale;4;442
Stazione F.S.;Borgo Stretto;5;442
Stazione F.S.;Palacongressi;3;442
Stazione F.S.;Comune Palazzo Blu;4;442
Palacongressi;Vittorio Emanuele;4;442
Stazione F.S.;Comune Palazzo Blu;7;442
Palacongressi;Comune Palazzo Blu;5;442
Palacongressi;Stazione F.S.;4;442
Vittorio Emanuele;Comune Palazzo Blu;3;442
Borgo Stretto;Stazione F.S.;9;442
Stazione F.S.;Duomo;11;442
Stazione F.S.;Borgo Stretto;11;442
Borgo Stretto;Paparelli;3;442
Palacongressi;Polo Marzotto;4;442
Paparelli;Comune Palazzo Blu;10;442
Borgo Stretto;Palacongressi;11;442
Polo Marzotto;Vittorio Emanuele;5;442
Teatro Tribunale;Paparelli;11;442
Paparelli;Pietrasantina;5;442
Sms Biblioteca;Pratale;6;442
Pratale;Polo Marzotto;1;442
Porta a Lucca;Teatro Tribunale;5;442
Teatro Tribunale;Stazione F.S.;11;442
Porta a Lucca;Pratale;4;442
Teatro Tribunale;Stazione F.S.;10;442
Duomo;Polo Marzotto;12;442
Palacongressi;Polo Marzotto;9;442
Teatro Tribunale;Vittorio Emanuele;7;442
Polo Marzotto;Stazione F.S.;11;442
Stazione F.S.;Palacongressi;12;442
Teatro Tribunale;Stazione F.S.;4;442
Borgo Stretto;Pratale;1;442
Palacongressi;Borgo Stretto;6;442
Pratale;Polo Marzotto;2;442
Duomo;Polo Marzotto;12;442
Polo Marzotto;Duomo;11;442
Pietrasantina;Duomo;12;442
Teatro Tribunale;Stazione F.S.;3;442
Porta a Lucca;Stazione F.S.;11;442
Porta a Lucca;Stazione F.S.;10;442
Pratale;Polo Marzotto;6;442
Polo Marzotto;Duomo;3;442
Pratale;Borgo Stretto;1;442
Paparelli;Duomo;11;442
Polo Marzotto;Stazione F.S.;8;442
Duomo;Polo Marzotto;3;442
Pratale;Polo Marzotto;2;442
Duomo;Borgo Stretto;6;442
Comune Palazzo Blu;Paparelli;12;442
Borgo Stretto;Duomo;11;442
Stazione F.S.;Teatro Tribunale;9;442
Palacongressi;Stazione F.S.;2;442
Duomo;Borgo Stretto;11;442
Duomo;Polo Marzotto;4;442
Borgo Stretto;Stazione F.S.;5;442
Borgo Stretto;Stazione F.S.;4;442
Duomo;Polo Marzotto;11;442
Polo Marzotto;Duomo;3;442
Borgo Stretto;Pratale;5;442
Paparelli;Borgo Stretto;11;442
Borgo Stretto;Stazione F.S.;4;442
Borgo Stretto;Stazione F.S.;4;442
Duomo;Polo Marzotto;2;442
Palacongressi;Borgo Stretto;4;442
Polo Marzotto;Duomo;3;442
Pratale;Polo Marzotto;5;442
Paparelli;Borgo Stretto;10;442
Borgo Stretto;Stazione F.S.;11;442
Polo Marzotto;Duomo;5;442
Pratale;Borgo Stretto;2;442
Stazione F.S.;Borgo Stretto;1;442
Polo Marzotto;Stazione F.S.;6;442
Borgo Stretto;Pratale;9;442
Borgo Stretto;Stazione F.S.;3;442
Comune Palazzo Blu;Borgo Stretto;9;442
Polo Marzotto;Duomo;2;442
Borgo Stretto;Stazione F.S.;5;442
Paparelli;Pietrasantina;4;442
Polo Marzotto;Duomo;11;442
Palacongressi;Borgo Stretto;2;442
Borgo Stretto;Paparelli;1;442
Borgo Stretto;Duomo;10;442
Polo Marzotto;Stazione F.S.;1;442
Duomo;Borgo Stretto;11;442
Borgo Stretto;Vittorio Emanuele;5;442
Porta a Lucca;Stazione F.S.;6;442
Duomo;Polo Marzotto;9;442
Paparelli;Comune Palazzo Blu;1;442
Borgo Stretto;Stazione F.S.;3;442
Paparelli;Borgo Stretto;2;442
Borgo Stretto;Vittorio Emanuele;4;442
Pratale;Polo Marzotto;1;442
Stazione F.S.;Polo Marzotto;10;442
Stazione F.S.;Borgo Stretto;1;442
Pietrasantina;Duomo;6;442
Vittorio Emanuele;Palacongressi;10;442
Vittorio Emanuele;Polo Marzotto;2;442
Duomo;Paparelli;5;442
Duomo;Borgo Stretto;3;442
Borgo Stretto;Paparelli;3;442
Borgo Stretto;Stazione F.S.;9;442
Borgo Stretto;Stazione F.S.;11;442
Stazione F.S.;Polo Marzotto;1;442
Paparelli;Borgo Stretto;7;442
Polo Marzotto;Pratale;4;442
Paparelli;Comune Palazzo Blu;5;442
Duomo;Comune Palazzo Blu;8;442
Borgo Stretto;Pratale;4;442
Stazione F.S.;Borgo Stretto;4;442
Palacongressi;Pratale;3;442
Polo Marzotto;Stazione F.S.;3;442
Palacongressi;Polo Marzotto;12;442
Teatro Tribunale;Porta a Lucca;6;442
Palacongressi;Stazione F.S.;3;442
Stazione F.S.;Borgo Stretto;7;442
Palacongressi;Teatro Tribunale;3;442
Vittorio Emanuele;Comune Palazzo Blu;3;442
Palacongressi;Comune Palazzo Blu;4;442
Stazione F.S.;Teatro Tribunale;11;442
Stazione F.S.;Borgo Stretto;2;442
Borgo Stretto;Vittorio Emanuele;9;442
Polo Marzotto;Duomo;2;443
Duomo;Polo Marzotto;3;443
Borgo Stretto;Stazione F.S.;9;443
Polo Marzotto;Comune Palazzo Blu;10;443
Duomo;Vittorio Emanuele;3;443
Borgo Stretto;Palacongressi;2;443
Teatro Tribunale;Stazione F.S.;6;443
Stazione F.S.;Polo Marzotto;2;443
Borgo Stretto;Vittorio Emanuele;1;443
Duomo;Porta a Lucca;5;443
Borgo Stretto;Stazione F.S.;9;443
Borgo Stretto;Stazione F.S.;4;443
Vittorio Emanuele;Porta a Lucca;4;443
Palacongressi;Stazione F.S.;3;443
Stazione F.S.;Borgo Stretto;5;443
Polo Marzotto;Palacongressi;12;443
Stazione F.S.;Polo Marzotto;3;443
Teatro Tribunale;Pratale;4;443
Pratale;Borgo Stretto;7;443
Palacongressi;Vittorio Emanuele;4;443
Duomo;Polo Marzotto;7;443
Porta a Lucca;Stazione F.S.;7;443
Borgo Stretto;Pratale;5;443
Teatro Tribunale;Pratale;5;443
Paparelli;Pratale;9;443
Palacongressi;Borgo Stretto;3;443
Paparelli;Teatro Tribunale;5;443
Polo Marzotto;Palacongressi;11;443
Borgo Stretto;Paparelli;12;443
Polo Marzotto;Pratale;9;443
Borgo Stretto;Vittorio Emanuele;5;443
Borgo Stretto;Porta a Lucca;11;443
Teatro Tribunale;Stazione F.S.;6;443
Comune Palazzo Blu;Duomo;12;443
Paparelli;Borgo Stretto;11;443
Palacongressi;Stazione F.S.;3;443
Duomo;Polo Marzotto;5;443
Polo Marzotto;Pratale;3;443
Stazione F.S.;Teatro Tribunale;6;443
Stazione F.S.;Borgo Stretto;2;443
Polo Marzotto;Pratale;3;443
Borgo Stretto;Stazione F.S.;1;443
Palacongressi;Borgo Stretto;3;443
Stazione F.S.;Borgo Stretto;10;443
Duomo;Polo Marzotto;9;443
Stazione F.S.;Borgo Stretto;10;443
Borgo Stretto;Palacongressi;10;443
Palacongressi;Vittorio Emanuele;3;443
Duomo;Pietrasantina;7;443
Duomo;Borgo Stretto;12;443
Palacongressi;Stazione F.S.;6;443
Borgo Stretto;Paparelli;7;443
Paparelli;Teatro Tribunale;6;443
Borgo Stretto;Duomo;10;443
Duomo;Comune Palazzo Blu;3;443
Borgo Stretto;Palacongressi;1;443
Borgo Stretto;Stazione F.S.;4;443
Vittorio Emanuele;Aeroporto;12;443
Polo Marzotto;Stazione F.S.;11;443
Vittorio Emanuele;Borgo Stretto;6;443
Polo Marzotto;Stazione F.S.;11;443
Vittorio Emanuele;Polo Marzotto;4;443
Vittorio Emanuele;Borgo Stretto;9;443
Stazione F.S.;Palacongressi;6;443
Stazione F.S.;Palacongressi;5;443
Teatro Tribunale;Duomo;3;443
Palacongressi;Borgo Stretto;10;443
Stazione F.S.;Polo Marzotto;11;443
Polo Marzotto;Stazione F.S.;11;443
Polo Marzotto;Duomo;7;443
Stazione F.S.;Borgo Stretto;6;443
Stazione F.S.;Palacongressi;9;443
Stazione F.S.;Borgo Stretto;8;443
Comune Palazzo Blu;Polo Marzotto;2;443
Duomo;Vittorio Emanuele;6;443
